Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\85_0_1_20170111210314652.jpg.chip.jpg', 'black', 'black', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\85_1_1_20170110184037971.jpg.chip.jpg', 'black', 'black', '>=80', 99.05650615692139)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\85_1_1_20170120223737998.jpg.chip.jpg', 'black', 'black', '>=80', 99.99948740005493)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\9_1_1_20170117105556810.jpg.chip.jpg', 'black', 'indian', '>=80', 99.99731779098511)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\10_0_2_20170116162109013.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\10_1_2_20170109201545634.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\10_1_2_20170109205037024.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.82268214225769)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_0_2_20170104012525810.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.97212290763855)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170103200649030.jpg.chip.jpg', 'asian', 'indian', '<80', 70.02878785133362)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170103200922406.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170103201240488.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170109203838187.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99644756317139)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170109214246240.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.9998688697815)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\12_1_2_20170116190115810.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\14_1_2_20170102234329485.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\14_1_2_20170109204853921.jpg.chip.jpg', 'asian', 'indian', '>=80', 99.99754428863525)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\15_1_2_20170102234824195.jpg.chip.jpg', 'asian', 'others', '>=80', 99.98880624771118)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\15_1_2_20170104012031136.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99852180480957)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\16_0_2_20170116161447624.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\17_0_2_20170105183335071.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\18_1_2_20170102234919571.jpg.chip.jpg', 'asian', 'white', '<80', 70.81097364425659)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\18_1_2_20170104020418380.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\18_1_2_20170109213403551.jpg.chip.jpg', 'asian', 'others', '>=80', 83.46365094184875)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219140525218.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99885559082031)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219141023272.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219141226856.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219141908313.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.89722967147827)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219142032650.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219142135209.jpg.chip.jpg', 'asian', 'others', '>=80', 90.87454080581665)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219153055452.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99927282333374)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219153151084.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219153318900.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.40005540847778)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219154041477.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219155748349.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219155802845.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219155850477.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219155854085.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219155857576.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219161626814.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219161826830.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219162118102.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219163930672.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219190110523.jpg.chip.jpg', 'asian', 'asian', '>=80', 98.39805960655212)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219191035251.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219192733154.jpg.chip.jpg', 'asian', 'white', '>=80', 88.09897303581238)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219193938507.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219195643627.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219195703108.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99552965164185)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219200015132.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219200048084.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219200242220.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219200503284.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219200532811.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219202542596.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99955892562866)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219203148028.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219203335428.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219203650636.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219203724580.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219203954396.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219204156668.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219204515493.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219204836612.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99613761901855)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219205107772.jpg.chip.jpg', 'asian', 'white', '>=80', 88.79361152648926)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219205111061.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219205318388.jpg.chip.jpg', 'asian', 'indian', '>=80', 99.85265731811523)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219205827749.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.84139204025269)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219211244365.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219211357821.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219211707638.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219212535950.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219212557190.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219212648582.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219222014119.jpg.chip.jpg', 'asian', 'white', '>=80', 88.5982096195221)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161219222527222.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20161220144911423.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99758005142212)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20170109191209991.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20170110213523297.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99741315841675)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_0_2_20170117195243732.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219142012569.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219153256492.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219155705613.jpg.chip.jpg', 'asian', 'others', '>=80', 98.66350293159485)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219161751262.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219161814470.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99990463256836)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219162843079.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219190719971.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99309778213501)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219194854052.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219195252187.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219195318220.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219195732971.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219200100707.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219200258716.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99366998672485)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219200539420.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219202727078.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219204430596.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219205048452.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219205233581.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219205514837.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219205734821.jpg.chip.jpg', 'asian', 'asian', '>=80', 94.51708793640137)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219210327381.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219211316389.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219211701334.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219212514021.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219212720270.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219220411361.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219221154447.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219221229279.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219221243095.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219221253335.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219222144951.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\1_1_2_20161219222801647.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\20_1_2_20170104020440101.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\20_1_2_20170104020820934.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\20_1_2_20170108224309241.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\20_1_2_20170116170350603.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_0_2_20170112192931470.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.9993085861206)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_0_2_20170116161452673.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_0_2_20170116165220655.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_0_2_20170116170638620.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.94315505027771)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20161219211717693.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20161219221949111.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20170116163813584.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20170116170625776.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20170116171144567.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\21_1_2_20170116171712885.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_0_2_20170116161333666.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_0_2_20170116161434440.jpg.chip.jpg', 'asian', 'asian', '>=80', 95.07452845573425)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_0_2_20170116172604316.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170104020035915.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170104021310052.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99971389770508)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170104022012028.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170104022959942.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116162522559.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116162903793.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99991655349731)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116165023471.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116165351984.jpg.chip.jpg', 'asian', 'asian', '<80', 67.14614629745483)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116165447905.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116172557623.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116172611887.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99957084655762)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116172613537.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116172700901.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\22_1_2_20170116220943302.jpg.chip.jpg', 'asian', 'indian', '>=80', 99.99630451202393)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_0_2_20170116172904718.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_0_2_20170116173001224.jpg.chip.jpg', 'asian', 'asian', '>=80', 96.32042050361633)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_0_2_20170117144607348.jpg.chip.jpg', 'asian', 'asian', '>=80', 97.21834063529968)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170102235032243.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99978542327881)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172814255.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172816125.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172817773.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172838237.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99979734420776)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172850931.jpg.chip.jpg', 'asian', 'white', '>=80', 92.13917851448059)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116172854458.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173016687.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173039449.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173101069.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173108901.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.96839761734009)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173121565.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.9992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173127575.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173157614.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\23_1_2_20170116173241444.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170104020112732.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116161806363.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116161928019.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116163114649.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116163904057.jpg.chip.jpg', 'asian', 'white', '>=80', 89.07207250595093)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116165334206.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116170622672.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116171647508.jpg.chip.jpg', 'asian', 'asian', '>=80', 93.26034784317017)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116172146677.jpg.chip.jpg', 'asian', 'asian', '>=80', 99.99970197677612)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116172808749.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\2\\24_0_2_20170116173456155.jpg.chip.jpg', 'asian', 'asian', '>=80', 100.0)
